Player,Equipa,Agente,Rounds,R2.0,ACS,KD,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD,Campeonato
Dep,ZETA,"Raze, Yoru, Reyna",152,0.94,211.1,0.98,61.0,142.3,0.75,0.16,0.16,0.18,28.0,14%,2/14,28,114,116,25,24,28,vct_pacific_2025_s1
Shiro,BME,"Sova, Tejo, Kayo",344,0.93,187.6,0.9,69.0,128.1,0.64,0.27,0.09,0.07,27.0,19%,6/32,23,220,244,94,32,24,vct_pacific_2025_s1
thyy,TLN,"Astra, Brimstone, Omen",392,0.93,177.2,0.88,73.0,113.7,0.62,0.39,0.06,0.05,33.0,9%,5/53,24,242,274,153,23,20,vct_pacific_2025_s1
Sylvan,T1,"Brimstone, Omen, Viper",378,0.92,179.2,0.86,71.0,120.5,0.6,0.44,0.06,0.1,25.0,12%,5/42,18,228,266,167,21,38,vct_pacific_2025_s1
JitBoyS,TLN,"Vyse, Cypher, Deadlock",392,0.91,186.9,0.91,69.0,125.6,0.66,0.19,0.12,0.15,36.0,11%,4/37,20,258,282,74,47,57,vct_pacific_2025_s1
Meiy,DFM,"Raze, Yoru, Jett",225,0.90,190.3,0.89,64.0,123.9,0.7,0.12,0.09,0.13,28.0,18%,5/28,19,158,178,27,20,30,vct_pacific_2025_s1
Jremy,TS,"Yoru, Neon, Waylay",271,0.90,201.0,0.91,70.0,131.7,0.71,0.21,0.14,0.18,26.0,19%,4/21,27,192,211,58,37,49,vct_pacific_2025_s1
Crws,TLN,"Tejo, Sova, Deadlock",392,0.90,174.2,0.87,65.0,119.8,0.6,0.23,0.07,0.1,25.0,15%,6/41,20,236,272,91,28,40,vct_pacific_2025_s1
Xdll,ZETA,"Breach, Iso, Vyse",255,0.88,200.5,0.88,68.0,129.1,0.7,0.23,0.12,0.09,35.0,15%,4/27,21,178,203,59,31,24,vct_pacific_2025_s1
kellyS,GE,"Breach, Vyse, Cypher",199,0.87,182.4,0.81,65.0,119.7,0.62,0.33,0.06,0.09,21.0,12%,2/17,19,124,153,66,11,18,vct_pacific_2025_s1
mindfreak,PRX,"Cypher, Viper, Vyse",124,0.86,165.2,0.83,63.0,114.1,0.57,0.21,0.06,0.07,30.0,18%,3/17,17,71,86,26,7,9,vct_pacific_2025_s1
Wild0reoo,TS,"Chamber, Breach, Tejo",271,0.85,185.5,0.84,66.0,123.4,0.66,0.17,0.12,0.14,26.0,18%,4/22,25,179,212,45,32,37,vct_pacific_2025_s1
Estrella,DRX,"Vyse, Omen, Killjoy",382,0.83,161.7,0.84,72.0,103.9,0.56,0.32,0.06,0.08,25.0,11%,4/38,22,214,255,121,22,29,vct_pacific_2025_s1
2GE,TS,"Astra, Brimstone, Omen",271,0.81,165.3,0.74,66.0,108.7,0.55,0.36,0.05,0.1,23.0,5%,2/39,19,150,202,97,14,28,vct_pacific_2025_s1
Deryeon,GE,"Jett, Raze, Yoru",78,0.81,207.5,0.74,69.0,132.3,0.64,0.24,0.19,0.14,25.0,,0/9,16,50,68,19,15,11,vct_pacific_2025_s1
Papi,GE,"Omen, Astra",199,0.80,152.4,0.75,74.0,98.8,0.55,0.32,0.05,0.09,26.0,19%,4/21,15,110,147,63,10,18,vct_pacific_2025_s1
Jinboong,DFM,"Vyse, Fade, Viper",225,0.80,157.4,0.72,62.0,111.1,0.54,0.21,0.06,0.13,33.0,12%,4/33,16,121,169,48,14,29,vct_pacific_2025_s1
SyouTa,ZETA,"Vyse, Viper, Cypher",255,0.79,162.8,0.77,61.0,108.1,0.58,0.19,0.1,0.07,35.0,9%,3/32,18,147,190,48,26,18,vct_pacific_2025_s1
Suggest,GEN,"Cypher, Killjoy, Vyse",112,0.66,152.2,0.77,65.0,110.8,0.57,0.12,0.09,0.12,30.0,,0/8,21,64,83,13,10,13,vct_pacific_2025_s1
Art,DFM,"Omen, Sova, Tejo",225,0.61,135.7,0.52,61.0,92.8,0.42,0.31,0.04,0.12,21.0,,0/18,16,94,182,69,9,28,vct_pacific_2025_s1
yokam,GE,"Yoru, Jett, Raze",121,0.55,152.7,0.56,60.0,104.2,0.48,0.17,0.16,0.19,23.0,13%,1/8,15,58,104,21,19,23,vct_pacific_2025_s1
OXY,C9,"Jett, Raze, Neon",442,1.17,254.6,1.25,76.0,160.0,0.91,0.17,0.19,0.16,27.0,20%,6/30,27,404,324,75,85,70,vct_americas_2025_s2
valyn,G2,"Omen, Brimstone",452,1.14,213.7,1.23,76.0,135.6,0.79,0.39,0.08,0.07,27.0,18%,5/28,26,357,290,175,37,31,vct_americas_2025_s2
N4RRATE,SEN,"Fade, Sova, Yoru",426,1.14,225.2,1.17,76.0,144.0,0.78,0.33,0.14,0.08,26.0,17%,4/24,27,332,283,141,58,36,vct_americas_2025_s2
Cryocells,100T,"Yoru, Chamber, Jett",372,1.14,221.0,1.23,78.0,145.9,0.83,0.21,0.15,0.09,30.0,18%,7/40,35,310,252,79,56,33,vct_americas_2025_s2
JonahP,G2,"Viper, Vyse, Fade",452,1.13,206.4,1.2,77.0,129.3,0.74,0.33,0.1,0.08,23.0,27%,15/55,23,333,278,150,46,34,vct_americas_2025_s2
brawk,NRG,"Fade, Sova, Vyse",568,1.13,213.7,1.15,74.0,139.2,0.72,0.32,0.07,0.04,19.0,10%,8/80,25,411,356,179,41,22,vct_americas_2025_s2
Sato,LEV,"Yoru, Jett, Raze",463,1.12,254.0,1.2,71.0,163.7,0.9,0.17,0.19,0.18,33.0,13%,2/15,35,418,349,79,86,85,vct_americas_2025_s2
aspas,MIBR,"Raze, Jett, Yoru",242,1.12,227.4,1.22,74.0,147.3,0.8,0.16,0.19,0.09,26.0,17%,4/23,24,194,159,39,46,21,vct_americas_2025_s2
keznit,KRÜ,"Omen, Yoru, Iso",334,1.12,234.1,1.15,72.0,151.3,0.8,0.28,0.12,0.12,23.0,16%,5/31,22,268,234,93,41,41,vct_americas_2025_s2
johnqt,SEN,"Viper, Cypher, Sage",426,1.11,184.2,1.18,80.0,119.8,0.65,0.4,0.06,0.03,25.0,10%,7/68,20,276,234,171,25,14,vct_americas_2025_s2
zekken,SEN,"Neon, Yoru, Raze",426,1.09,234.0,1.18,71.0,148.9,0.83,0.18,0.22,0.18,24.0,18%,4/22,27,355,300,76,94,75,vct_americas_2025_s2
